ticker,name,aliases
BROOKS,BROOKS LABORATORIES LIMITED,Brooks Laboratories Ltd
RUPA,RUPA & COMPANY LIMITED,Rupa & Company Ltd
TDPOWERSYS,TD Power Systems Ltd,TD Power Systems Ltd
ONMOBBBPH,OnMobile Global Ltd.,ONMOBBBPH
SRSLTD,SRS Limited,SRS Ltd
APLLTD,ALEMBIC PHARMACEUTICALS LIMITED,Alembic Pharmaceuticals Ltd
VASWANI,Vaswani Industries Limited,Vaswani Industries Ltd
PGEL,PG Electroplast Limited,PG Electroplast Ltd
LESHAIND,Lesha Industries Limited,Lesha Industries Ltd
SETUINFRA,SETUBANDHAN INFRASTRUCTURE LIMITED,Setubandhan Infrastructure Ltd
RDBRL,RDB Rasayans Limited,RDB Rasayans Ltd
EONBBPH,Eon Electric Ltd,EONBBPH
TIJARIA,TIJARIA POLYPIPES LIMITED,Tijaria Polypipes Ltd
ONELIFECAP,Onelife Capital Advisors Ltd,Onelife Capital Advisors Ltd
FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LIMITED,Flexituff Ventures International Ltd
TAKSHEEL,Taksheel Solutions Ltd,Taksheel Solutions Ltd
UEL,Ujaas Energy Limited,Ujaas Energy Ltd
TRITURBINE,Triveni Turbine Limited,Triveni Turbine Ltd
INDOTHAI,Indo Thai Securities Limited,Indo Thai Securities Ltd
RAINCOBBPH,Rain Industries Limited,RAINCOBBPH
ESSARSHPNG,Essar Shipping Ltd,Essar Shipping Ltd
GEMINIBBPH,Gemini Communications Ltd.,GEMINIBBPH
AVANTEBBPH,Avantel Limited,AVANTEBBPH
APLAPOLLO,APL Apollo Tubes Limited,APL Apollo Tubes Ltd
GPTINFRA,GPT Infraprojects limited,GPT Infraprojects Ltd
KGNENT,KGN ENTERPRISES LIMITED,KGN Enterprises Ltd
PRAJINDBBPH,Praj Industries Ltd.,PRAJINDBBPH
BOROSILBBPH,BOROSIL RENEWABLES LIMITED,BOROSILBBPH
ANSALHSBBPH,ANSAL HOUSING LIMITED,ANSALHSBBPH
RELBANK,Nippon India Mutual Fund,Reliance Mutual Fund - Reliance Banking Exchange Traded Fund
FERVENTSYN,Fervent Synergies Limited,Fervent Synergies Ltd
AMTEKBBPH,Amtek Auto Ltd,AMTEKBBPH
VALCOMBBPH,Valiant Communications Ltd.,VALCOMBBPH
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,Thomas Scott (India) Ltd
RELINDBBPH,Reliance Industries Ltd,RELINDBBPH
TERASOFT,Tera Software Ltd.,Tera Software Ltd
GEECEEBBPH,GeeCee Ventures Limited,GEECEEBBPH
ACCELYABBPH,ACCELYA SOLUTIONS INDIA LIMITED,ACCELYABBPH
KIROILBBPH,Kirloskar Oil Engines Limited,KIROILBBPH
JKLAKBBPH,JK Lakshmi Cement Limited,JKLAKBBPH
PMCFIN,PMC Fincorp Limited,PMC Fincorp Ltd
FUTSOL,Futuristic Solutions Ltd.,Futuristic Solutions Ltd
AIML,Alliance Integrated Metaliks Limited,Alliance Integrated Metaliks Ltd
RHIM,RHI MAGNESITA INDIA LIMITED,Rhi Magnesita India Ltd
MCX,Multi Commodity Exchange of India Ltd,Multi Commodity Exchange of India Ltd
PYXISFIN,Pyxis Finvest Limited,Pyxis Finvest Ltd
JSWISPLBBPH,JSW ISPAT SPECIAL PRODUCTS LIMITED,JSW Ispat Special Products Ltd
SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,Schneider Electric Infrastructure Ltd
NAGAROIL,NAGARJUNA OIL REFINERY LIMITED,Nagarjuna Oil Refinery Ltd
OLPCL,Olympic Cards Limited,Olympic Cards Ltd
NBCC,NBCC (India) Limited,NBCC (India) Ltd
MTEDUCARE,MT EDUCARE LIMITED,MT Educare Ltd
HEXATRADEX,Hexa Tradex Limited,Hexa Tradex Ltd
MAXHEIGHTS,Maxheights Infrastructure Limited,Maxheights Infrastructure Ltd
INDBULBBPH,EMBASSY DEVELOPMENTS LIMITED,INDBULBBPH
TBZ,Tribhovandas Bhimji Zaveri Limited,Tribhovandas Bhimji Zaveri Ltd
VSSL,Vardhman Special Steels Ltd,Vardhman Special Steels Ltd
UPLBBPH,UPL Limited,UPLBBPH
LOOKS,Looks Health Services Limited,Looks Health Services Ltd
SPECIALITY,Speciality Restaurants Limited,Speciality Restaurants Ltd
LKPFINABBPH,LKP Finance Limited,LKPFINABBPH
ALCARGOBBPH,Allcargo Logistics Ltd,ALCARGOBBPH
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Lypsa Gems & Jewellery Ltd
META,STRING METAVERSE LIMITED,String Metaverse Ltd
MASL,MAX ALERT SYSTEMS LIMITED,Max Alert Systems Ltd
ASEEMG,ASEEM GLOBAL LIMITED,Aseem Global Ltd
VKSPL,VKS Projects Ltd,VKS Projects Ltd
RTNINDIA,RATTANINDIA ENTERPRISES LIMITED,Rattanindia Enterprises Ltd
SAMPANN,Sampann Utpadan India Limited,Sampann Utpadan India Ltd
JTLIND,JTL INDUSTRIES LIMITED,JTL Industries Ltd
AMTL,ADVANCE METERING TECHNOLOGY LIMITED,Advance Metering Technology Ltd
NECCLTD,North Eastern Carrying Corporation Limited,North Eastern Carrying Corporation Ltd
WAAREERTL,WAAREE RENEWABLE TECHNOLOGIES LIMITED,Waaree Renewable Technologies Ltd
JUPITERIN,Jupiter Infomedia Limited,Jupiter Infomedia Ltd
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LIMITED,Vinayak Polycon International Ltd
KANORIABBPH,Kanoria Chemicals & Industries Ltd.,KANORIABBPH
JOINTECAED,Jointeca Education Solutions Limited,Jointeca Education Solutions Ltd
DUCON,Ducon Infratechnologies Limited,Ducon Infratechnologies Ltd
PROZONER,PROZONE REALTY LIMITED,Prozone Realty Ltd
SRGHFL,SRG Housing Finance Limited,SRG Housing Finance Ltd
LAKSHVILAS,LAKSHMI VILAS BANK LTD,Lakshmi Vilas Bank Ltd
COMCL,Comfort Commotrade Limited,Comfort Commotrade Ltd
ADITRI,ADITRI INDUSTRIES LIMITED,Aditri Industries Ltd
SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED,Shanti Guru Industries Ltd
CINEMAXIND,CINEMAX INDIA LIMITED,Cinemax India Ltd
BITL,Bronze Infra-Tech Limited,Bronze Infra-Tech Ltd
CASPIAN,CASPIAN CORPORATE SERVICES LIMITED,Caspian Corporate Services Ltd
AERPACE,Aerpace Industries Limited,Aerpace Industries Ltd
RMCHEM,Ram Minerals And Chemicals Limited,Ram Minerals and Chemicals Ltd
BCHL,Bhanot Construction & Housing Limited,Bhanot Construction & Housing Ltd
VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,Virtual Global Education Ltd
ZUARI,ZUARI AGRO CHEMICALS LIMITED,Zuari Agro Chemicals Ltd
MASTEKLBBPH,Mastek Limited,MASTEKLBBPH
STEELXIND,Steel Exchange India Ltd.,Steel Exchange India Ltd
TRIOMERC,Trio Mercantile & Trading Limited,Trio Mercantile & Trading Ltd
TARAJEWELS,Tara Jewels Limited,Tara Jewels Ltd
FOCUSIRL,Focus Industrial Resources Limited,Focus Industrial Resources Ltd
CIGNITITEC,Cigniti Technologies Ltd,Cigniti Technologies Ltd
CDG,CDG PETCHEM LIMITED,CDG Petchem Ltd
CARERATING,CARE Ratings Limited,CARE Ratings Ltd
PCJEWELLER,PC JEWELLER LIMITED,PC Jeweller Ltd
INDUSTOWER,INDUS TOWERS LIMITED,Indus Towers Ltd
EFPL,Eco Friendly Food Processing Park Limited,Eco Friendly Food Processing Park Ltd
GRADBBPH,Gradiente Infotainment Ltd.,GRADBBPH
COVIDH,COVIDH TECHNOLOGIES LIMITED,Covidh Technologies Ltd
EBFL,Esteem Bio Organic Food Processing  Limited,Esteem Bio Organic Food Processing Ltd
VMART,V-Mart Retail Limited,V-Mart Retail Ltd
KRBLBBPH,KRBL Ltd.,KRBLBBPH
NIBE,NIBE LIMITED,NIBE Ltd
SRDL,Sunstar Realty Development Limited,Sunstar Realty Development Ltd
CNEL,Channel Nine Entertainment Limited,Channel Nine Entertainment Ltd
MUKTA,Mukta Agriculture Limited,Mukta Agriculture Ltd
MYSTICELE,Mystic Electronics Limited,Mystic Electronics Ltd
HPCBL,HPC Biosciences Limited,HPC Biosciences Ltd
PANAMABBPH,Panama Petrochem Ltd.,PANAMABBPH
COMFINCAP,COMFORT FINCAP LIMITED,Comfort Fincap Ltd
SBISENSEX,SBI Mutual Fund,SBI Mutual Fund - SBI Sensex ETF
BMAL,Bothra Metals & Alloys Limited,Bothra Metals & Alloys Ltd
SHRIDINBBPH,Shri Dinesh Mills Ltd.,SHRIDINBBPH
REPCOHOME,Repco Home Finance Limited,Repco Home Finance Ltd
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LIMITED,Lakhotia Polyesters (India) Ltd
GCMSECU,GCM Securities Limited,GCM Securities Ltd
NIBL,NRB INDUSTRIAL BEARINGS LIMITED,NRB Industrial Bearings Ltd
SRL,SAMRUDDHI REALTY LIMITED,Samruddhi Realty Ltd
AIFL,ASHAPURA INTIMATES FASHION LIMITED,Ashapura Intimates Fashion Ltd
DELTALTD,Delta Leasing & Finance Limited,Delta Leasing & Finance Ltd
IDFCEOS1RD,Bandhan Mutual Fund,IDFC Equity Opportunity- Series 1- Regular Plan- Dividend
IDFCEOS1DD,Bandhan Mutual Fund,IDFC Equity Opportunity- Series 1- Direct Plan- Dividend
RLL,ROSELABS LIMITED,Roselabs Ltd
PRIMECAPM,Prime Capital Market Limited,Prime Capital Market Ltd
KIFS,KIFS Financial Services Ltd,KIFS Financial Services Ltd
ZENTECHBBPH,Zen Technologies Ltd.,ZENTECHBBPH
MAHSEAMBBPH,Maharashtra Seamless Ltd.,MAHSEAMBBPH
AVANTBBPH,Avantel Limited,AVANTBBPH
SMSPHABBPH,SMS Pharmaceuticals Ltd,SMSPHABBPH
SREEL,Sreeleathers Limited,Sreeleathers Ltd
SHARDAMOTR,Sharda Motor Industries Ltd,Sharda Motor Industries Ltd
BINNYMILLS,Binny Mills Limited,Binny Mills Ltd
SVGLOBAL,S V Global Mill Limited,S V Global Mill Ltd
HTMEDIBBPH,HT Media Ltd,HTMEDIBBPH
SDC,SDC TECHMEDIA LIMITED,SDC Techmedia Ltd
JUSTDIAL,Just Dial Limited,Just Dial Ltd
OONE,ObjectOne Information Systems Ltd,ObjectOne Information Systems Ltd
PAWANSUT,Pawansut Holdings Limited,Pawansut Holdings Ltd
IFINSEC,India Finsec Limited,India Finsec Ltd
INFINITBBPH,Infinite Computer Solutions (India) Ltd,INFINITBBPH
PENNARBBPH,Pennar Industries Ltd.,PENNARBBPH
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LIMITED,Brahmaputra Infrastructure Ltd
EDSL,Edynamics Solutions Limited,eDynamics Solutions Ltd
SPICEMBBPH,DIGISPICE TECHNOLOGIES LIMITED,SPICEMBBPH
AMPVOLTS,AMPVOLTS LIMITED,Ampvolts Ltd
MOTILALBBPH,Motilal Oswal Financial Services Limited,MOTILALBBPH
KHOOBSURAT,Khoobsurat Ltd.,Khoobsurat Ltd
ORIENTCEM,ORIENT CEMENT LIMITED,Orient Cement Ltd
ABFRL,Aditya Birla Fashion and Retail Limited,Aditya Birla Fashion and Retail Ltd
CGPOWERBBPH,CG Power and Industrial Solutions Limited,CGPOWERBBPH
SAMMAANCAP,Sammaan Capital Limited,Sammaan Capital Ltd
APTECHBBPH,Aptech Ltd.,APTECHBBPH
MMLF,Money Masters Leasing & Finance Limited,Money Masters Leasing & Finance Ltd
ALSL,Alacrity Securities Limited,Alacrity Securities Ltd
GCMCOMM,GCM Commodity & Derivatives Limited,GCM Commodity & Derivatives Ltd
ESSENTIA,Integra Essentia Limited,Integra Essentia Ltd
ECLERXBBPH,eClerx Services Limited,ECLERXBBPH
JULIEN,JULIEN AGRO INFRATECH LIMITED,Julien Agro Infratech Ltd
GESHIPBBPH,Great Eastern Shipping Co. Ltd.,GESHIPBBPH
VKJINFRA,VKJ Infradevelopers Limited,VKJ Infradevelopers Ltd
JBFINDBBPH,JBF Industries Ltd.,JBFINDBBPH
NITINBBPH,NITIN FIRE PROTECTION INDUSTRIES LIMITED,NITINBBPH
KUSHAL,KUSHAL LIMITED,Kushal Ltd
TIGERLOGS,Tiger Logistics (India) Limited,Tiger Logistics (India) Ltd
JSPLBBPH,JINDAL STEEL LIMITED,JSPLBBPH
RJBIOTECH,R J BIO-TECH LIMITED,R J Bio-Tech Ltd
ATWL,Ace Tours Worldwide Limited,Ace Tours Worldwide Ltd
JKAGRI,JK Agri Genetics Limited,JK Agri Genetics Ltd
FLFL,Future Lifestyle Fashions Limited,Future Lifestyle Fashions Ltd
NOVELIX,NOVELIX PHARMACEUTICALS LIMITED,Novelix Pharmaceuticals Ltd
GRFIBREBBPH,GARWARE TECHNICAL FIBRES LIMITED,GRFIBREBBPH
SKFL,SATKAR FINLEASE LIMITED,Satkar Finlease Ltd
NEWEVER,Newever Trade Wings Limited,Newever Trade Wings Ltd
PVVINFRA,PVV Infra Limited,PVV Infra Ltd
SFCL,Star Ferro and Cement Limited,Star Ferro and Cement Ltd
SUBHTEX,Subh Tex (India) Limited,Subh Tex (India) Ltd
VCU,VCU Data Management Limited,VCU Data Management Ltd
INDRENEW,IND Renewable Energy Ltd,IND Renewable Energy Ltd
SRGFFL,SRG FINGROW FINANCE LIMITED,SRG Fingrow Finance Ltd
ACFSL,Amrapali Capital and Finance Services Limited,Amrapali Capital and Finance Services Ltd
STELLAR,STELLAR CAPITAL SERVICES LIMITED,Stellar Capital Services Ltd
FIVEXTRADE,Five X Tradecom Limited,Five X Tradecom Ltd
AIMLBBPH,Alliance Integrated Metaliks Limited,AIMLBBPH
JPOLYINVST,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,Jindal Poly Investment and Finance Company Ltd
SRSFIN,SRS Finance Limited,SRS Finance Ltd
BOSTONTEK,BOSTON TEKNOWSYS (INDIA) LIMITED,Boston Teknowsys (India) Ltd
YURANUS,Yuranus Infrastructure Ltd,Yuranus Infrastructure Ltd
INTELSOFT,Integra Telecommunication & Software Limited,Integra Telecommunication & Software Ltd
MOM100,Motilal Oswal Mutual Fund,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option
BPCAP,B.P.Capital Ltd.,B. P. Capital Ltd
CPL,CAPTAIN POLYPLAST LIMITED,Captain Polyplast Ltd
RCLEDPLADD,Nippon India Mutual Fund,Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series A - Direct Plan Dvdnd Pyot Optin
RCLEDPLADG,Nippon India Mutual Fund,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Direct Plan  Growth Option
RCLENDPLAD,Nippon India Mutual Fund,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Dividend Payout Option
RCLENDPLAG,Nippon India Mutual Fund,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Growth Option
NIFTYIETF,ICICI Prudential Mutual Fund,ICICI Prudential Nifty 50 ETF
NIF100IETF,ICICI Prudential Mutual Fund,ICICI Prudential Nifty 100 ETF
SATYA,Satya Miners & Transporters Limited,Satya Miners & Transporters Ltd
ARNOLD,Arnold Holdings Ltd,Arnold Holdings Ltd
MODEX,MODEX INTERNATIONAL SECURITIES LTD.,Modex International Securities Ltd
TENTIMETAL,Tentiwala Metal Products Limited,Tentiwala Metal Products Ltd
RCLEDPLBDD,Nippon India Mutual Fund,Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series B - Direct Plan Dividend Payo O
RCLEDPLBDG,Nippon India Mutual Fund,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Direct Plan Growth Option
RCLENDPLBD,Nippon India Mutual Fund,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Dividend Payout Option
RCLENDPLBG,Nippon India Mutual Fund,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Growth Option
SUNLOC,Sunil Healthcare Limited,Sunil Healthcare Ltd
RCIIND,RCI Industries & Technologies Limited,RCI Industries & Technologies Ltd
SUYOG,Suyog Telematics Limited,Suyog Telematics Ltd
CAIRNBBPH,Cairn India Limited,CAIRNBBPH
NATHBIOGEN,Nath Biogene India Ltd.,Nath Bio-Genes (India) Ltd
AGRITECH,Agri-Tech India Ltd.,Agri- Tech (India) Ltd
ISGECBBPH,ISGEC Heavy Engineering Limited,ISGECBBPH
CHEMTECH,CHEMTECH INDUSTRIAL VALVES LIMITED,Chemtech Industrial Valves Ltd
GAILBBPH,Gujarat Apollo Industries Ltd.,GAILBBPH
TAAZAINT,Taaza International Limited,Taaza International Ltd
IDFCEOS2RD,Bandhan Mutual Fund,IDFC Mutual Fund- IDFC Equity Opportunity- Series 2 - Regular Plan- Dividend
IDFCEOS2DD,Bandhan Mutual Fund,IDFC Mutual Fund - IDFC Equity Opportunity- Series 2 - Direct Plan- Dividend
NIF100BEES,Nippon India Mutual Fund,NIPPON INDIA ETF NIFTY 100
RELNIFTY,Nippon India Mutual Fund,Reliance Mutual Fund - R Shares Nifty ETF
AGRIMONY,Agrimony Commodities Limited,Agrimony Commodities Ltd
VIAANINDUS,Viaan Industries Limited,Viaan Industries Ltd
DENISCHEM,Denis Chem Lab Limited,Denis Chem Lab Ltd
POLYMAC,Polymac Thermoformers Limited,Polymac Thermoformers Ltd
UNISHIRE,Unishire Urban Infra Limited,Unishire Urban Infra Ltd
BSLFEFS1RG,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 1 - Regular Plan - Growth
BSLFEFS1RN,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund-Series 1-Regular Plan-Divind Payot
BSLFEFS1DG,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Mutual Fund - Birla Sun Life Focused Equity Fund - Series 1 - Direct Plan - Growth
BSLFEFS1DN,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Mutual Fund - Birla Sun Life Focused Equity Fund-Series 1-Direct Plan-Dividnd Payot
IPRU2262,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund - ICICI Prudential Equity Savings Fund Series 1-Reglr Plan Cumulative
IPRU2263,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund - ICICI Prudential Equity Savings Fund Series 1-Regular Plan Dividend
IPRU8462,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund - ICICI Prudential Equity Savings Fund Series 1-Direct Plan Cumulative
IPRU8463,ICICI Prudential Mutual Fund,ICICI Prudential Mutual Fund - ICICI Prudential Equity Savings Fund Series 1 - Direct Plan Dividend
DCMSLBBPH,DCM Shriram Limited,DCMSLBBPH
LAXMIPATI,LAXMIPATI ENGINEERING WORKS LIMITED,Laxmipati Engineering Works Ltd
IDFCEOS3RD,Bandhan Mutual Fund,IDFC Mutual Fund- IDFC Equity Opportunity- Series 3 - Regular Plan- Dividend
IDFCEOS3DD,Bandhan Mutual Fund,IDFC Mutual Fund - IDFC Equity Opportunity- Series 3 - Direct Plan- Dividend
INDOBCLBBPH,Indo Borax & Chemicals Ltd.,INDOBCLBBPH
LADDU,LADDU GOPAL ONLINE SERVICES LIMITED,Laddu Gopal Online Services Ltd
NIFTY1,Kotak Mahindra Mutual Fund,Kotak Nifty 50 ETF
HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRIES LTD.,Shree Hanuman Sugar & Industries Ltd
KIRANVYPAR,Kiran Vyapar Limited,Kiran Vyapar Ltd
BCP,B.C. Power Controls Limited,B.C. Power Controls Ltd
KCSL,Karnimata Cold Storage Limited,Karnimata Cold Storage Ltd
RACE,RACE ECO CHAIN LIMITED,Race Eco Chain Ltd
MANGIND,Mangalam Industrial Finance Limited,Mangalam Industrial Finance Ltd
VIJIFIN,VIJI FINANCE LIMITED,Viji Finance Ltd
NEGOTIUM,Negotium International Trade Limited,Negotium International Trade Ltd
PHOENIXTN,PHOENIX TOWNSHIP LIMITED,Phoenix Township Ltd
RAUNAQ,RAUNAQ INTERNATIONAL LIMITED,Raunaq International Ltd
HRGESSRG2,HDFC Mutual Fund,HDFC Mutual Fund - HDFC Rajiv Gandhi Equity Savings Scheme - Series 2 - Regular Plan - G O
HRGESSRD2,HDFC Mutual Fund,HDFC Mutual Fund - HDFC Rajiv Gandhi Equity Savings Scheme - Series 2-Regular Plan- D P O
HRGESSDG2,HDFC Mutual Fund,HDFC Mutual Fund - HDFC Rajiv Gandhi Equity Savings Scheme - Series 2- Direct Plan- Growth O
HRGESSDD2,HDFC Mutual Fund,HDFC Mutual Fund - HDFC Rajiv Gandhi Equity Savings Scheme - Series 2- Direct Plan- Dvdd P O
IPRU2296,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 3(Regular Dividend Option)
IPRU8496,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 3(Direct Dividend Option)
SKP,Shri Krishna Prasadam Limited,Shri Krishna Prasadam Ltd
LICNFR2GP,LIC Mutual Fund,LIC MF RGESS Fund Series- 2 Regular Plan Growth Option
LICNFR2DP,LIC Mutual Fund,LIC MF RGESS Fund Series 2 Regular Plan Dividend Payout Option
LICNFR2G1,LIC Mutual Fund,LIC MF RGESS Fund Series 2 Direct Plan Growth Option
LICNFR2D1,LIC Mutual Fund,LIC MF RGESS Fund Series 2 Direct Plan Dividend Payout Option
INFRONICS,INFRONICS SYSTEMS LIMITED,Infronics Systems Ltd
BSLFEFS2RG,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan - Growth
BSLFEFS2RN,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan - D P
BSLFEFS2DG,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Mutual Fund-  Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan - Growth
BSLFEFS2DN,Aditya Birla Sun Life Mutual Fund,Birla Sun Life Mutual Fund-  Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-Dividend P
OBIL,Oceanaa Biotek Industries Limited,Oceanaa Biotek Industries Ltd
CPSEETF,Nippon India Mutual Fund,CPSE ETF
HARIAAPL,Haria Apparels Limited,Haria Apparels Ltd
VASUPRADA,SHRI VASUPRADA PLANTATIONS LIMITED,Shri Vasuprada Plantations Ltd
RNBDENIMS,R&B Denims Limited,R&B Denims Ltd
WOMENSNEXT,Women's Next Loungeries Limited,Womens Next Loungeries Ltd
GOLDLINE,Gold Line International Finvest Limited,Gold Line International Finvest Ltd
SHARPINV,SHARP INVESTMENTS LTD,Sharp Investments Ltd
EFSLBBPH,Edelweiss Financial Services Ltd.,EFSLBBPH
WONDERLA,Wonderla Holidays Limited,Wonderla Holidays Ltd
RESPONSINF,Response Informatics Limited,Response Informatics Ltd
TARANG,Tarang Projects and Consultant Limited.,Tarang Projects & Consultant Ltd
KAUSAMBI,Kausambi Vanijya Limited,Kausambi Vanijya Ltd
IPRU2365,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 4 (Regular Cummulative Option).
IPRU2366,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 4(Regular Dividend Option)
IPRU8565,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 4(Direct Cummulative Option)
IPRU8566,ICICI Prudential Mutual Fund,ICICI Prudential Value Fund Series 4(Direct Dividend Option)
GCMCAPI,GCM Capital Advisors Limited,GCM Capital Advisors Ltd
AFEL,A.F. Enterprises Limited,A.F. Enterprises Ltd
BCPAL,Birdhi Chand Pannalal Agencies Limited,Birdhi Chand Pannalal Agencies Ltd
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,Incredible Industries Ltd
WESTLEIRES,WEST LEISURE RESORTS LIMITED,West Leisure Resorts Ltd
NAM,Nam Securities Ltd.,Nam Securities Ltd
MMSINFRA,MMS Infrastructure ltd.,MMS Infrastructure Ltd
METSL,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,Maestros Electronics & Telecommunications Systems Ltd
SPS,SPS Finquest Limited,SPS Finquest Ltd
RCLEDIIADD,Nippon India Mutual Fund,Reliance Close Ended Equity Fund II- Series A - Direct Plan Dividend Payout Option
RCLEDIIADG,Nippon India Mutual Fund,Reliance Close Ended Equity Fund II- Series A - Direct Plan Growth Option
RCLENDIIAD,Nippon India Mutual Fund,Reliance Close Ended Equity Fund II- Series A - Dividend Payout Option
RCLENDIIAG,Nippon India Mutual Fund,Reliance Close Ended Equity Fund II- Series A - Growth Option
JACKSON,Jackson Investments Limited,Jackson Investments Ltd
ALPSMOTOR,Alps Motor Finance Limited,Alps Motor Finance Ltd
DIVINUS,Divinus Fabrics Limited,Divinus Fabrics Ltd
CCFCL,Classic Global Finance & Capital ltd.,Classic Global Finance & Capital Ltd
MONEYBOXX,MONEYBOXX FINANCE LIMITED,Moneyboxx Finance Ltd
DHYANAFIN,Dhyana Finstock Limited,Dhyana Finstock Ltd
WORTH,Worth Investment & Trading Co Limited,Worth Investment & Trading Co Ltd
QUASAR,Quasar India Limited,Quasar India Ltd
TPROJECT,Thirani Projects Limited,Thirani Projects Ltd
AMARSEC,Amarnath Securities Ltd.,Amarnath Securities Ltd
CTL,Capital Trade Links Limited,Capital Trade Links Ltd
TARINI,Tarini International Limited,Tarini International Ltd
IPRU2401,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 1 (Regular Dividend Payout)
IPRU8601,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 1 (Direct Dividend Option)
MARICOKAYEL,Marico Kaya Enterprises Limited,Marico Kaya Enterprises Ltd
CML,Creative Merchants Limited,Creative Merchants Ltd
SBL,SHIVAMSHREE BUSINESSES LIMITED,Shivamshree Businesses Ltd
YAANENT,YAAN ENTERPRISES LIMITED,Yaan Enterprises Ltd
OMANSH,Omansh Enterprises Limited,Omansh Enterprises Ltd
WELSPUNENT,Welspun Enterprises Limited,Welspun    Enterprises Ltd
ANVRDHI,ANNVRRIDHHI VENTURES LIMITED,Annvrridhhi  Ventures Ltd
RLFL,Ramchandra Leasing & Finance Limited,Ramchandra Leasing & Finance Ltd
INCEPTUM,Inceptum Enterprises Limited,Inceptum Enterprises Ltd
GOLDCOINHF,GoldCoin Health Foods Limited,Gold Coin Health Foods Ltd
BRPL,Bansal Roofing Products Limited,Bansal Roofing Products Ltd
OASIS,Oasis Tradelink Limited,Oasis Tradelink Ltd
VITANAGRO,Vitan Agro Industries Limited,Vitan Agro Industries Ltd
ARMAN,Arman Holdings Limited,Arman Holdings Ltd
SAIBABA,Sai Baba Investment & Commercial Enterprises Limited,Sai Baba Investment And Commercial Enterprises Ltd
SKIPPER,Skipper Limited,Skipper Ltd
SMTEL,SMT ENGINEERING LIMITED,SMT Engineering Ltd
JAMESWARREN,James Warren Tea Limited,James Warren Tea Ltd
VISTARAMAR,Vistar Amar Limited,Vistar Amar Ltd
APOLLOTRI,APOLLO TRICOAT TUBES LIMITED,Apollo Tricoat Tubes Ltd
GULFOILLUB,Gulf Oil Lubricants India Limited,Gulf Oil Lubricants India Ltd
FRUTION,Fruition Venture Limited,Fruition Venture Ltd
TRIVENIENT,Triveni Enterprises Limited,Triveni Enterprises Ltd
ACHAL,Achal Investments Limited,Achal Investments Ltd
SOLISMAR,Solis Marketing Limited,Solis Marketing Ltd
BHANDERI,Bhanderi Infracon Limited,Bhanderi Infracon Ltd
IPRU2428,ICICI Prudential Mutual Fund,ICICI Prudential Growth Fund Series 2 (Regular Plan - Dividend Payout Option)
